SK_ID_CURR,TARGET
100001,0.037346330144321566
100005,0.11420519864734008
100013,0.02731215826795865
100028,0.031300896195101714
100038,0.16055720663679282
100042,0.03556885501473722
100057,0.008386680076809141
100065,0.028300516691192486
100066,0.010705515850777142
100067,0.06164859207541081
100074,0.0603467659840571
100090,0.032468947881636706
100091,0.15315964689885284
100092,0.047332097137153126
100106,0.05222457599479955
100107,0.1888760005992131
100109,0.0365773734499328
100117,0.022296990379939752
100128,0.15561783581655547
100141,0.02711307434205561
100150,0.030920752172890597
100168,0.00961965672981272
100169,0.040946951124559115
100170,0.22306795718440353
100171,0.05256086197589748
100172,0.08830677004614687
100184,0.14397987010028424
100187,0.08247649204808845
100212,0.02218380502370497
100222,0.06344287508951861
100223,0.03314139516062848
100232,0.008784400187643662
100241,0.2453142398383198
100245,0.021732443555301958
100253,0.02322859937557624
100256,0.05544036539694594
100271,0.010614382687807846
100278,0.39550210451297035
100280,0.011586827194676918
100306,0.23859190143550754
100311,0.05210925604695972
100312,0.015376236651203374
100330,0.12346011952540607
100331,0.025435357149804712
100352,0.09594621065224881
100358,0.07547294765701253
100367,0.01110938747025389
100382,0.07160679748788747
100384,0.16335442048592252
100385,0.045808595890160744
100386,0.029763893040574488
100399,0.04451821564220154
100404,0.024174508318292202
100416,0.01200592836932047
100422,0.019923942102730737
100426,0.03533477192680477
100438,0.026257746633168107
100444,0.10340853896446969
100445,0.10477525480257417
100446,0.05559049346398603
100447,0.018938383824164032
100450,0.08442321348927816
100466,0.010637909656268003
100483,0.013731017998360228
100484,0.018964834460378006
100494,0.06248296899339155
100510,0.09880960396313108
100512,0.012568321466851537
100517,0.03353534655481552
100548,0.03105958362692187
100551,0.08470199898330276
100552,0.04332507348752218
100553,0.014406011173760747
100561,0.09264228292607915
100568,0.3108689554394424
100569,0.011488334805455858
100591,0.15349043422203312
100592,0.022259503449569378
100602,0.019000842402441216
100607,0.06469851898739777
100613,0.04837465335910013
100617,0.056439756459787195
100618,0.08993578770878326
100622,0.042350382656040665
100625,0.05154920862500933
100677,0.10956589179141779
100699,0.01988386066751356
100702,0.2974006231670162
100711,0.027331585613613662
100729,0.11001765349351403
100740,0.17473305719555282
100744,0.0981514833025175
100745,0.03481560162658347
100747,0.11862477759631078
100751,0.3369312877398822
100752,0.02185650697755548
100753,0.16031337196334777
100754,0.24244556230450898
100760,0.040787827034333486
100762,0.0900437499523033
100763,0.022913830003882838
100765,0.015336189675948853
100770,0.1177378491627434
100772,0.03406133793126072
100777,0.042965519681927744
100791,0.015169009467126958
100792,0.007206847170632591
100797,0.03392646348907803
100823,0.044138076172736664
100826,0.030016750398454
100830,0.023813286044828852
100836,0.10353752942853447
100872,0.06890440580995617
100910,0.03033429214563629
100913,0.08641499167864021
100918,0.01429735317628278
100931,0.006058514945130219
100952,0.03237711707258724
100953,0.023943472192960197
100965,0.1694769625066547
100970,0.029862956984022374
100982,0.19146867760967776
100983,0.25185565803195276
100984,0.05474059374380176
100987,0.03970754760749965
100997,0.05451320525559143
100998,0.34165511116210706
101002,0.024980995452060235
101005,0.11333357553529655
101008,0.40679705355444895
101020,0.05686009940800793
101021,0.10230664064333708
101024,0.027274512736122906
101025,0.2991636332157096
101026,0.017282696759287907
101031,0.009908092189971471
101041,0.013559522574387603
101051,0.007830457957661591
101055,0.05497074163045125
101056,0.1726834093147937
101057,0.019091311718237764
101064,0.019137207281252244
101079,0.0506723801836048
101087,0.009228751017234664
101090,0.02873972966425851
101092,0.07967251607835933
101097,0.1442296352267895
101099,0.019187780859174247
101107,0.12002511441110217
101118,0.02243556686218819
101125,0.09728073323890254
101126,0.009209917771231837
101128,0.010068033573105905
101136,0.06346842845166725
101140,0.20344168228604725
101149,0.0686164498770104
101160,0.17550230300396652
101169,0.1715980868892318
101181,0.039588770528714554
101186,0.01056311375795133
101190,0.020730935083760265
101193,0.08412395359591111
101194,0.12032627098080162
101198,0.1262968787452683
101200,0.0149910360087584
101204,0.014265679335177864
101211,0.04711087906121793
101213,0.02820415536200137
101223,0.024358866694070457
101225,0.129181862171341
101237,0.07385041254016828
101243,0.0652889673390365
101244,0.09414340217786174
101258,0.020079262308823502
101259,0.1795615440800005
101268,0.12391981114842346
101269,0.03515733229769881
101271,0.02137770747419478
101279,0.01816481619903266
101281,0.2708168294684622
101287,0.0308952789286037
101292,0.027818832500961243
101294,0.027467140207776658
101296,0.11099033158543199
101297,0.011845573482207657
101299,0.027710204301933952
101301,0.025723594299078476
101305,0.06870160264596434
101308,0.25610099120311314
101318,0.008239550244787305
101327,0.15142860529429641
101329,0.008532222866220712
101332,0.055829825669666905
101337,0.030931918053737472
101343,0.02728373266931176
101345,0.02090241878245009
101346,0.014692361753412778
101353,0.020404277803983364
101354,0.1353281376268127
101355,0.26250566401716
101356,0.020348666492680387
101362,0.05970946168899888
101363,0.48075669945216964
101365,0.016612438203045254
101366,0.0515997522361097
101367,0.23687680737526215
101368,0.008665126564087366
101374,0.12673295580420452
101380,0.01390504366161096
101383,0.04433805679998143
101398,0.012084234959140112
101399,0.14298127698341712
101401,0.2285751435488618
101412,0.04369160297800928
101426,0.08419729091999484
101427,0.3811749644985369
101428,0.20092522121559483
101429,0.10783632831734287
101434,0.014660521115480891
101440,0.25352188947372906
101448,0.06610906232124278
101449,0.03643133777285243
101465,0.043801990688754074
101467,0.022395406723980767
101472,0.05917094642344871
101478,0.14032946486657352
101497,0.04332045011686091
101504,0.0225283976172451
101547,0.008545072689778482
101548,0.06571699600215733
101555,0.06206580728105023
101570,0.009363023685744053
101572,0.032003763887981665
101578,0.02310896240357525
101580,0.1035877803512868
101588,0.07868720706597518
101602,0.04622708237254062
101610,0.11732522361654607
101614,0.03794877247215713
101616,0.038084772788549534
101643,0.1310798840198968
101644,0.04609690023478254
101649,0.025111615396356823
101650,0.05785781002812847
101665,0.013054651824271912
101667,0.10193133564960943
101669,0.10660070168209641
101674,0.0868952282582019
101675,0.0060848847900344385
101678,0.10830721768915771
101682,0.015114031803455106
101686,0.01865364116307142
101697,0.3285197321075948
101700,0.42062296573546254
101711,0.027131327872179232
101714,0.027889450565051994
101715,0.30665399714802355
101728,0.020243710130705344
101732,0.0330458046321367
101757,0.10970965989807066
101758,0.024532228983413437
101759,0.05759331657885593
101762,0.014891289339928376
101764,0.10263471568890617
101780,0.20386059858138447
101784,0.016664804382629555
101789,0.020972467842853428
101816,0.03697625351891115
101819,0.06785463167038609
101827,0.007536698450091454
101863,0.036495611987348076
101867,0.027887487970369464
101870,0.007870183202261932
101873,0.18957511579123693
101878,0.04004382297925048
101879,0.09084021620091855
101880,0.023114879565326638
101887,0.030782947039847026
101897,0.018298828566856114
101901,0.07595290592426021
101903,0.21424313865120312
101920,0.03895940173922513
101921,0.01673132475921523
101922,0.11037169998346437
101961,0.09203694767750749
101962,0.016507145809440783
101971,0.03920190086783422
101976,0.3281293632761163
102002,0.15187559321513688
102005,0.016106430662589495
102007,0.19635405974346895
102017,0.02144590217095019
102019,0.30830225258203564
102029,0.011160540558710783
102051,0.07421433747399844
102052,0.006181438385817372
102054,0.021083811187833396
102062,0.057413591961792486
102067,0.12340826869140688
102068,0.09964575678925963
102070,0.03905179203784745
102090,0.07708386350245179
102092,0.04223610619830464
102099,0.08079990052944376
102100,0.028635879848691388
102112,0.1287810523361933
102113,0.01740593865290061
102122,0.21221028214761825
102123,0.03017054210438211
102125,0.01705346221250218
102126,0.18568047782528854
102146,0.011376162977531806
102147,0.08772281822981805
102151,0.04477197280148655
102158,0.14422453296005489
102159,0.015739578541114924
102162,0.029802238485407976
102165,0.03906194037538869
102166,0.027412499538868654
102174,0.008150007837762804
102193,0.2149063390035339
102198,0.029054450402777973
102205,0.1508756649243947
102206,0.007805114604411768
102218,0.015583869424135036
102221,0.022839997762555693
102230,0.04625184943665495
102238,0.017497361979894127
102248,0.045688883607969286
102252,0.22261639912342682
102259,0.060915039644218676
102262,0.146702251453728
102273,0.026202251114607163
102286,0.11813961530446025
102293,0.005342022911262045
102294,0.023163021542447218
102296,0.05357491645721845
102298,0.08723399265265883
102303,0.014876879908117348
102309,0.03308928967581559
102315,0.023522492848455593
102340,0.053431702259153155
102342,0.0501755077715448
102344,0.020461078434878436
102346,0.07040419353985795
102347,0.008044478418843752
102374,0.06374305523096878
102380,0.031236067243656105
102387,0.012814113673701874
102393,0.027277673766281547
102403,0.014280839615109979
102413,0.026055592967027426
102414,0.0057181566848051035
102415,0.039886099092956546
102416,0.1230276349633738
102439,0.03632053626833953
102441,0.021288669488434716
102443,0.016658126899270535
102444,0.058980356444986656
102445,0.09384993035741206
102448,0.02038810410939267
102449,0.0888259181627224
102450,0.18998963827890253
102456,0.013626708787846309
102458,0.1186621946937472
102459,0.07600059172112479
102465,0.0471621647352703
102470,0.3213111980340351
102471,0.019735495732968983
102475,0.02966918951528161
102476,0.2289881293411184
102506,0.01626054508143617
102509,0.03183915009776528
102519,0.014950160480204913
102522,0.02886137760146455
102545,0.04426522018136863
102549,0.02761079409714007
102562,0.014475629015658333
102563,0.015681162814342064
102568,0.08255261129266618
102582,0.0224759719653988
102592,0.007806361073545471
102597,0.06350994800013485
102605,0.021220431380014556
102614,0.0314802564303285
102617,0.18022813604292118
102634,0.02560053293584751
102652,0.019442021572033782
102655,0.011798581786875472
102671,0.0484769212406731
102694,0.1948121352429496
102701,0.04026515538430946
102703,0.009406520597446247
102704,0.016046909967895012
102713,0.005478615481357078
102720,0.05399364376948343
102731,0.018360046447740145
102733,0.03045403945644675
102749,0.016346396980743708
102755,0.10249824236180827
102763,0.010412650047924608
102770,0.022006363844696543
102772,0.09273074524531338
102799,0.07946596882279311
102838,0.008308089072931102
102854,0.01548761023041713
102862,0.13816967575007394
102863,0.024483375032362822
102867,0.010386133299146533
102868,0.009149532754050753
102878,0.054114715485743606
102887,0.015096958862382614
102898,0.29037768191647295
102904,0.07917157515281131
102912,0.02682203614074821
102919,0.04966524688530654
102927,0.07768619527832665
102932,0.07253968942781128
102933,0.0508397736176404
102935,0.012276499650986851
102958,0.03825486683508985
102969,0.27956967279005
102971,0.01970166207667401
102975,0.09349048924629977
102979,0.0251565315680809
102982,0.006869039892068735
102987,0.2725340218855915
102989,0.043126189586787544
102995,0.06472098272595816
102996,0.010951417063580464
103000,0.03465798388214969
103001,0.12284442868739244
103004,0.01731413580128403
103010,0.009344516621713352
103025,0.29708349375276666
103029,0.018998176434320124
103046,0.051892016169252805
103056,0.012567443447399483
103062,0.09334435421422287
103078,0.013953986415163563
103083,0.017569414477642133
103092,0.042456115047701415
103096,0.038105073630918564
103097,0.056029823681379695
103102,0.2884318095406372
103112,0.06220298866145754
103132,0.020230594631006602
103144,0.04532971798869513
103145,0.10061846093855431
103146,0.006747038652446687
103147,0.048010389735076694
103158,0.03335510759755695
103171,0.09488780357987579
103173,0.030980905472490845
103184,0.012479617883026522
103195,0.11787569236277348
103196,0.08730874380355186
103206,0.0166299086943633
103230,0.1520826943671152
103231,0.20164427397616788
103232,0.01227337809944229
103239,0.05402179727732485
103240,0.08111368135361119
103243,0.008775451249947629
103252,0.0814204867748365
103258,0.025416780875929048
103259,0.10147744990079462
103279,0.01825928224501263
103280,0.0069556709775708625
103286,0.03525064030202449
103287,0.4012581070247971
103290,0.00873821644891327
103298,0.014500181621586778
103315,0.006476429050197232
103319,0.014907423935169608
103334,0.1996473752125327
103336,0.030089540556592003
103345,0.058695881672925034
103368,0.019472482758233812
103371,0.24626454429635602
103377,0.009492115864976995
103398,0.02319009810000938
103404,0.08042977641363784
103408,0.13876662583924676
103410,0.027916570716586715
103418,0.017719861524514435
103420,0.20286715665953714
103432,0.06463869643613077
103433,0.02555610881632198
103436,0.016582336554006344
103440,0.02474296251988213
103453,0.019776847299956157
103459,0.02788536176223666
103460,0.03862527071380296
103461,0.007762551804754428
103462,0.018457434344402016
103473,0.10340321503304593
103474,0.022008074834497134
103475,0.18275355884940486
103478,0.08797124776941195
103480,0.054228661042812945
103484,0.019853399641793033
103494,0.16458322550140095
103513,0.040082389748197125
103515,0.07721834541685917
103516,0.09379401098169263
103525,0.14088247051085842
103541,0.1514451212960765
103544,0.008802152499081724
103562,0.37424437222832446
103570,0.2501124922014532
103572,0.15126775217439817
103574,0.02144649776938585
103575,0.03094364595816118
103591,0.12317383487784128
103594,0.005425429992004388
103609,0.08196085644158299
103613,0.16140103975164538
103614,0.05046891155298387
103615,0.03748149603715368
103624,0.04021308350121058
103625,0.1440309938601495
103628,0.1789735905598256
103629,0.013561352974511488
103647,0.04954158715579069
103648,0.09780821099304844
103651,0.022809804908316085
103658,0.028811013100968858
103668,0.06643466839404538
103669,0.019331936783262088
103676,0.029283171018558984
103682,0.023290727370573684
103683,0.07080598827737818
103689,0.020876302601960824
103725,0.07589609309101998
103733,0.08576470244554225
103744,0.0480295139130693
103762,0.14796855903187986
103771,0.4154461452391801
103773,0.005459616153823432
103783,0.03293803968331124
103784,0.05465588104191302
103808,0.009762532281649462
103812,0.030506198950235246
103813,0.10320598790466448
103814,0.04496384541102568
103818,0.04892047306806184
103824,0.017073148831623204
103828,0.008537935744487713
103830,0.25870679719993867
103840,0.019376100459172842
103842,0.0845471682945484
103847,0.17029206240192477
103848,0.16212267282778384
103851,0.02713762532944659
103854,0.06256234935645782
103857,0.12263796347261371
103861,0.013899907770002058
103862,0.03622293053370164
103865,0.014432263261210986
103870,0.008277707340157904
103876,0.015113468276396294
103891,0.2667993296150498
103908,0.05504055413392878
103914,0.07392557387326489
103918,0.07174645946549124
103940,0.014965658952718454
103963,0.10983579813824745
103966,0.03877614996455732
103971,0.20305743582590705
103980,0.07585406777470992
103984,0.049155060123739075
103985,0.015112296761783354
103998,0.1921582777586118
104019,0.010569212064128803
104026,0.021498758714025692
104035,0.08290055146635178
104044,0.022843999552202687
104045,0.06493588329112597
104047,0.12431914175745415
104051,0.03424198676562965
104058,0.044806018761479514
104063,0.02178922788954197
104066,0.3670558564012846
104087,0.020810209293273707
104089,0.10597984362744062
104095,0.04323625388808158
104098,0.14877975280060685
104104,0.04139221041068887
104110,0.3946761008942956
104120,0.039270699288922385
104122,0.04497519006605223
104131,0.03746002581026715
104132,0.053005998242885315
104135,0.017840132278917908
104136,0.014315097647155247
104149,0.06156463851170212
104150,0.10004219978155446
104156,0.2986507264111608
104165,0.14835663669592744
104175,0.015422118994252422
104179,0.07188674622088244
104184,0.10280827742052717
104206,0.023960972563663537
104216,0.28641804922245084
104230,0.16247950183488308
104257,0.024086292142551813
104272,0.02237484445124973
